label,img
BORAGINACEAE,"[[[136 152 103]
  [136 152 103]
  [136 152 105]
  ...
  [122 138 128]
  [122 138 128]
  [122 138 128]]

 [[136 152 103]
  [136 152 103]
  [136 152 105]
  ...
  [122 138 128]
  [122 138 128]
  [122 138 128]]

 [[135 151 102]
  [135 151 102]
  [135 151 104]
  ...
  [121 137 127]
  [121 137 127]
  [121 137 127]]

 ...

 [[143 147 122]
  [127 131 104]
  [113 117  90]
  ...
  [140 154 118]
  [139 155 118]
  [139 155 118]]

 [[139 143 118]
  [113 117  90]
  [ 92  96  69]
  ...
  [141 155 119]
  [140 156 119]
  [140 156 119]]

 [[137 143 117]
  [103 109  81]
  [ 79  85  57]
  ...
  [141 155 119]
  [140 156 119]
  [140 156 119]]]"
CARYOPHYLLACEAE,"[[[ 98 130  45]
  [112 141  59]
  [ 85 112  33]
  ...
  [ 59  51  38]
  [ 67  60  44]
  [ 74  67  51]]

 [[ 56  88   3]
  [101 130  48]
  [122 149  72]
  ...
  [ 51  43  30]
  [ 58  51  33]
  [ 66  59  43]]

 [[ 86 118  35]
  [122 151  71]
  [160 186 112]
  ...
  [ 51  44  28]
  [ 58  51  32]
  [ 65  58  40]]

 ...

 [[104 123 127]
  [ 90 109 113]
  [ 99 117 119]
  ...
  [ 49  45  20]
  [ 68  67  37]
  [ 84  87  66]]

 [[ 35  52  59]
  [ 35  52  59]
  [ 79  92 101]
  ...
  [ 91  87  42]
  [193 200 158]
  [154 179 157]]

 [[ 27  44  51]
  [ 28  42  51]
  [ 73  82  97]
  ...
  [178 172 120]
  [211 221 171]
  [ 97 135 112]]]"
BORAGINACEAE,"[[[183 210 107]
  [187 215 112]
  [190 223 118]
  ...
  [195 197 175]
  [196 198 177]
  [196 198 177]]

 [[183 210 107]
  [185 216 112]
  [190 223 118]
  ...
  [218 221 202]
  [221 222 206]
  [222 225 208]]

 [[181 209 107]
  [183 216 112]
  [187 222 118]
  ...
  [237 240 229]
  [240 242 231]
  [240 243 232]]

 ...

 [[ 46  48  26]
  [ 48  52  29]
  [ 52  54  32]
  ...
  [220 194 169]
  [213 185 164]
  [163 134 116]]

 [[ 61  64  43]
  [ 58  63  41]
  [ 58  61  40]
  ...
  [219 193 170]
  [218 191 172]
  [162 135 118]]

 [[ 50  55  33]
  [ 49  54  32]
  [ 48  53  31]
  ...
  [218 192 169]
  [221 194 177]
  [162 134 120]]]"
CARYOPHYLLACEAE,"[[[  1   3   0]
  [ 16  18  15]
  [ 30  35  31]
  ...
  [ 94 105 125]
  [110 121 139]
  [129 140 158]]

 [[  5   7   4]
  [  7   9   6]
  [ 17  22  18]
  ...
  [106 117 137]
  [129 140 158]
  [151 162 180]]

 [[ 15  17  14]
  [  4   6   3]
  [  6   8   5]
  ...
  [133 144 164]
  [166 177 197]
  [189 200 220]]

 ...

 [[ 46  40  42]
  [ 79  73  75]
  [118 112 114]
  ...
  [  5   3   6]
  [  6   4   9]
  [  9   7  12]]

 [[ 93  84  87]
  [115 106 109]
  [132 123 126]
  ...
  [  3   1   4]
  [  5   3   8]
  [  7   5  10]]

 [[126 117 120]
  [132 123 126]
  [126 117 120]
  ...
  [  1   0   2]
  [  4   2   7]
  [  6   4   9]]]"
BORAGINACEAE,"[[[  5  10   4]
  [  5  10   4]
  [  5  10   4]
  ...
  [149 132  76]
  [145 130  75]
  [144 129  74]]

 [[  4   9   3]
  [  4   9   3]
  [  5  10   4]
  ...
  [148 131  75]
  [145 130  75]
  [144 129  74]]

 [[  4   9   3]
  [  4   9   3]
  [  4   9   2]
  ...
  [148 131  77]
  [145 130  75]
  [144 129  74]]

 ...

 [[ 84 118  67]
  [ 81 115  64]
  [ 77 111  60]
  ...
  [ 84 124  35]
  [ 82 125  35]
  [ 82 125  33]]

 [[ 82 116  65]
  [ 79 113  62]
  [ 76 110  59]
  ...
  [ 85 125  36]
  [ 85 125  36]
  [ 85 125  36]]

 [[ 81 115  64]
  [ 78 112  61]
  [ 76 110  59]
  ...
  [ 86 126  38]
  [ 86 126  37]
  [ 86 126  37]]]"
BORAGINACEAE,"[[[145 147 126]
  [ 97  99  78]
  [ 96  95  75]
  ...
  [ 11  40  12]
  [ 28  56  34]
  [129 156 137]]

 [[133 132 112]
  [ 49  48  28]
  [117 116  96]
  ...
  [ 11  37  10]
  [ 40  65  44]
  [154 181 162]]

 [[146 143 124]
  [114 111  92]
  [146 143 124]
  ...
  [ 78 102  76]
  [  0  10   0]
  [138 163 142]]

 ...

 [[132 147 108]
  [ 30  45   2]
  [ 57  73  24]
  ...
  [ 52  50  25]
  [ 37  35  14]
  [ 62  59  40]]

 [[159 171 131]
  [100 113  69]
  [132 146  95]
  ...
  [ 91  89  66]
  [ 34  31  12]
  [ 36  33  14]]

 [[141 152 110]
  [111 122  79]
  [114 127  74]
  ...
  [155 150 130]
  [ 70  65  46]
  [ 37  31  15]]]"
CARYOPHYLLACEAE,"[[[142 166 204]
  [142 166 204]
  [142 166 204]
  ...
  [112 140 179]
  [112 140 179]
  [112 140 179]]

 [[142 166 204]
  [142 166 204]
  [142 166 204]
  ...
  [112 140 179]
  [112 140 179]
  [112 140 179]]

 [[141 165 203]
  [141 165 203]
  [141 165 203]
  ...
  [112 140 179]
  [112 140 179]
  [112 140 179]]

 ...

 [[108 131 165]
  [108 131 165]
  [108 131 165]
  ...
  [142 165 197]
  [142 165 197]
  [142 165 197]]

 [[107 130 164]
  [107 130 164]
  [107 130 164]
  ...
  [143 166 198]
  [143 166 198]
  [143 166 198]]

 [[107 130 164]
  [107 130 164]
  [107 130 164]
  ...
  [144 167 199]
  [144 167 199]
  [144 167 199]]]"
BORAGINACEAE,"[[[250 238 216]
  [250 238 216]
  [249 237 215]
  ...
  [247 235 213]
  [247 235 213]
  [247 235 213]]

 [[249 237 215]
  [248 236 214]
  [247 235 213]
  ...
  [247 235 213]
  [247 235 213]
  [247 235 213]]

 [[248 236 214]
  [247 235 213]
  [246 234 212]
  ...
  [247 235 213]
  [247 235 213]
  [247 235 213]]

 ...

 [[247 233 207]
  [248 234 208]
  [247 235 211]
  ...
  [235 228 220]
  [246 240 228]
  [240 230 218]]

 [[246 232 205]
  [248 234 207]
  [249 235 209]
  ...
  [235 228 220]
  [242 236 224]
  [238 228 216]]

 [[249 235 208]
  [247 233 206]
  [245 231 205]
  ...
  [230 223 215]
  [239 233 221]
  [239 229 217]]]"
CARYOPHYLLACEAE,"[[[188 149 108]
  [193 154 113]
  [203 161 121]
  ...
  [181 139  97]
  [184 142 100]
  [184 143  99]]

 [[192 153 112]
  [197 158 117]
  [206 164 124]
  ...
  [159 117  77]
  [174 132  92]
  [184 142 100]]

 [[197 158 117]
  [201 162 121]
  [209 167 127]
  ...
  [157 114  79]
  [178 135 100]
  [193 151 113]]

 ...

 [[102  75  56]
  [ 99  72  53]
  [105  77  56]
  ...
  [130 114  91]
  [122 106  83]
  [115  99  76]]

 [[ 86  64  50]
  [ 83  62  45]
  [ 91  65  50]
  ...
  [132 116  93]
  [128 112  89]
  [124 107  87]]

 [[ 78  56  42]
  [ 76  55  38]
  [ 84  58  43]
  ...
  [134 118  95]
  [133 117  94]
  [131 114  94]]]"
CARYOPHYLLACEAE,"[[[ 49  57  16]
  [ 37  46   0]
  [ 37  48   0]
  ...
  [ 66  95   3]
  [ 65  94   2]
  [ 65  94   2]]

 [[ 57  66  21]
  [ 44  54   2]
  [ 43  55   0]
  ...
  [ 64  93   1]
  [ 63  92   2]
  [ 63  92   0]]

 [[ 74  83  28]
  [ 59  69   8]
  [ 54  67   0]
  ...
  [ 59  89   0]
  [ 59  89   1]
  [ 58  88   0]]

 ...

 [[ 81  99  25]
  [ 81  99  25]
  [ 82 100  26]
  ...
  [199 195 196]
  [220 216 217]
  [194 190 191]]

 [[ 86 103  32]
  [ 86 104  30]
  [ 87 105  31]
  ...
  [161 156 162]
  [192 187 193]
  [191 186 190]]

 [[ 90 107  36]
  [ 90 107  36]
  [ 91 109  35]
  ...
  [242 237 244]
  [246 241 247]
  [223 218 224]]]"
BORAGINACEAE,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
CARYOPHYLLACEAE,"[[[ 51  46  42]
  [ 49  44  40]
  [ 47  42  36]
  ...
  [ 78  96  58]
  [ 84 102  62]
  [ 85 106  63]]

 [[ 55  50  46]
  [ 53  48  44]
  [ 50  45  39]
  ...
  [ 78  96  56]
  [ 82 103  60]
  [ 85 106  63]]

 [[ 64  56  53]
  [ 61  53  50]
  [ 57  50  44]
  ...
  [ 76  97  56]
  [ 80 103  59]
  [ 83 106  62]]

 ...

 [[ 56  63  21]
  [ 64  75  32]
  [ 75  90  49]
  ...
  [ 86 103  35]
  [ 82 106  30]
  [ 80 112  29]]

 [[ 62  69  27]
  [ 62  73  30]
  [ 66  81  40]
  ...
  [100 117  49]
  [ 81 105  29]
  [ 74 106  23]]

 [[ 66  73  31]
  [ 60  71  28]
  [ 61  76  35]
  ...
  [119 136  68]
  [ 89 113  37]
  [ 78 110  27]]]"
BORAGINACEAE,"[[[166 136  76]
  [167 138  78]
  [162 136  79]
  ...
  [161 141  91]
  [157 137  87]
  [153 133  82]]

 [[179 147  88]
  [164 134  74]
  [154 128  69]
  ...
  [158 137  90]
  [153 133  83]
  [147 127  76]]

 [[176 142  81]
  [161 129  70]
  [159 130  72]
  ...
  [165 147  99]
  [163 145  95]
  [157 139  89]]

 ...

 [[167 153 126]
  [189 175 148]
  [211 194 166]
  ...
  [116  92  64]
  [115  91  63]
  [ 86  62  34]]

 [[201 195 169]
  [208 201 173]
  [172 157 126]
  ...
  [130 105  75]
  [145 120  90]
  [122  97  67]]

 [[183 181 156]
  [193 188 159]
  [147 134 102]
  ...
  [123  96  67]
  [133 106  77]
  [108  81  52]]]"
BORAGINACEAE,"[[[255 255 222]
  [255 255 223]
  [255 255 227]
  ...
  [254 255 190]
  [255 255 211]
  [251 250 206]]

 [[171 171 135]
  [194 194 160]
  [228 227 196]
  ...
  [252 254 189]
  [255 255 211]
  [251 250 206]]

 [[172 174 135]
  [170 172 133]
  [169 171 134]
  ...
  [251 253 188]
  [255 255 208]
  [252 251 207]]

 ...

 [[246 255 197]
  [177 193 128]
  [ 79  94  29]
  ...
  [173 158 135]
  [171 159 135]
  [166 154 130]]

 [[233 252 188]
  [137 156  92]
  [ 78  94  31]
  ...
  [118 106  80]
  [135 123  99]
  [155 143 119]]

 [[210 231 166]
  [117 136  72]
  [ 98 114  51]
  ...
  [ 24  12   0]
  [ 59  47  23]
  [104  92  68]]]"
BORAGINACEAE,"[[[105  82  76]
  [127 106  89]
  [165 142 108]
  ...
  [173 154  77]
  [187 169  95]
  [201 183 111]]

 [[118  96  85]
  [114  93  74]
  [137 117  80]
  ...
  [183 165  89]
  [191 173 101]
  [191 172 103]]

 [[157 139 119]
  [116  96  71]
  [107  89  51]
  ...
  [195 177 103]
  [195 176 108]
  [183 165  99]]

 ...

 [[130 108  48]
  [141 119  59]
  [175 153  95]
  ...
  [148 185  82]
  [156 192  86]
  [169 202  95]]

 [[137 112  55]
  [165 140  83]
  [172 150  92]
  ...
  [139 175  75]
  [149 184  80]
  [156 192  86]]

 [[145 120  63]
  [185 160 103]
  [164 142  84]
  ...
  [133 171  72]
  [145 180  78]
  [146 181  77]]]"
CARYOPHYLLACEAE,"[[[133  94  79]
  [141 102  87]
  [151 112  97]
  ...
  [169 116 110]
  [170 120 111]
  [174 124 115]]

 [[140 101  86]
  [145 106  91]
  [148 109  94]
  ...
  [161 111 104]
  [163 113 104]
  [166 116 107]]

 [[142 103  88]
  [145 106  91]
  [148 109  94]
  ...
  [156 106  99]
  [158 108  99]
  [160 110 101]]

 ...

 [[158 115 108]
  [158 115 108]
  [158 115 108]
  ...
  [169 159 149]
  [171 159 147]
  [171 159 147]]

 [[158 115 108]
  [159 116 109]
  [159 116 109]
  ...
  [166 156 144]
  [168 156 144]
  [168 156 144]]

 [[161 116 110]
  [161 116 110]
  [160 117 110]
  ...
  [164 154 142]
  [166 154 142]
  [166 154 142]]]"
CARYOPHYLLACEAE,"[[[142 129 123]
  [110  97  91]
  [149 135 132]
  ...
  [130 115 136]
  [191 178 195]
  [228 221 228]]

 [[124 111 105]
  [102  89  83]
  [123 109 106]
  ...
  [140 126 141]
  [216 204 214]
  [242 236 240]]

 [[108  95  87]
  [ 97  84  76]
  [102  89  83]
  ...
  [173 163 164]
  [214 206 204]
  [170 165 162]]

 ...

 [[102 114  52]
  [ 57  71   9]
  [ 83  97  36]
  ...
  [ 79  61  59]
  [ 42  27  24]
  [ 51  36  33]]

 [[100 112  50]
  [ 55  69   8]
  [ 86 102  40]
  ...
  [102  84  80]
  [ 82  64  62]
  [ 61  46  43]]

 [[ 90 105  40]
  [ 69  85  22]
  [ 86 101  42]
  ...
  [ 64  47  40]
  [ 80  62  58]
  [ 63  48  45]]]"
CARYOPHYLLACEAE,"[[[235 254 255]
  [233 252 255]
  [231 250 255]
  ...
  [115 107  34]
  [137 128  49]
  [158 150  67]]

 [[229 248 254]
  [229 248 254]
  [228 247 251]
  ...
  [126 118  45]
  [143 134  55]
  [157 149  66]]

 [[226 246 245]
  [228 248 247]
  [230 250 249]
  ...
  [142 132  60]
  [153 144  65]
  [155 147  64]]

 ...

 [[ 14 126 189]
  [ 14 126 189]
  [ 14 126 189]
  ...
  [ 45  41   0]
  [ 43  39   0]
  [ 41  38   0]]

 [[ 14 126 189]
  [ 14 126 189]
  [ 14 126 189]
  ...
  [ 53  52   0]
  [ 50  49   0]
  [ 48  47   0]]

 [[ 14 126 189]
  [ 14 126 189]
  [ 14 126 189]
  ...
  [ 57  56   0]
  [ 54  54   0]
  [ 53  53   0]]]"
CARYOPHYLLACEAE,"[[[ 38 101  54]
  [ 44 107  60]
  [ 49 111  62]
  ...
  [ 55  90  70]
  [ 59  97  76]
  [ 51  89  68]]

 [[ 39 101  54]
  [ 45 107  60]
  [ 45 107  58]
  ...
  [ 58  93  71]
  [ 50  88  67]
  [ 46  84  61]]

 [[ 45 104  58]
  [ 50 109  63]
  [ 41 100  54]
  ...
  [ 63  98  74]
  [ 44  82  59]
  [ 43  83  57]]

 ...

 [[ 34  45  39]
  [  0   9   1]
  [  0   3   0]
  ...
  [  1  21   0]
  [ 19  39  14]
  [ 43  66  38]]

 [[ 32  41  36]
  [  0   9   1]
  [  0   5   0]
  ...
  [  0  22   0]
  [ 19  42  14]
  [ 43  68  38]]

 [[ 29  38  33]
  [  0   9   1]
  [  1   6   0]
  ...
  [  4  27   0]
  [ 21  46  17]
  [ 42  67  37]]]"
CARYOPHYLLACEAE,"[[[ 69  73  58]
  [ 69  73  58]
  [ 70  74  59]
  ...
  [190 172 168]
  [183 165 161]
  [177 159 155]]

 [[ 69  73  58]
  [ 69  73  58]
  [ 70  74  59]
  ...
  [178 163 158]
  [170 152 148]
  [162 147 142]]

 [[ 71  75  60]
  [ 70  74  59]
  [ 70  74  59]
  ...
  [163 150 144]
  [155 140 135]
  [151 138 132]]

 ...

 [[127 113 102]
  [126 112  99]
  [124 110  99]
  ...
  [126  92  67]
  [125  91  66]
  [124  90  65]]

 [[127 113 104]
  [123 109  98]
  [118 101  93]
  ...
  [127  93  68]
  [125  91  66]
  [125  91  66]]

 [[120 106  97]
  [115 101  92]
  [107  90  82]
  ...
  [127  93  68]
  [125  91  66]
  [124  90  65]]]"
CARYOPHYLLACEAE,"[[[70 71 55]
  [23 24  8]
  [ 5  3  0]
  ...
  [ 5  0  1]
  [ 7  0  0]
  [ 8  0  0]]

 [[73 74 58]
  [31 32 16]
  [12 10  0]
  ...
  [14  8  8]
  [23 15 13]
  [27 19 17]]

 [[78 79 63]
  [43 44 28]
  [19 17  2]
  ...
  [34 26 23]
  [42 33 28]
  [46 37 32]]

 ...

 [[92 85 43]
  [88 81 39]
  [83 76 34]
  ...
  [65 66 34]
  [65 61 34]
  [58 54 29]]

 [[72 68 20]
  [73 70 19]
  [74 71 20]
  ...
  [69 70 36]
  [67 63 36]
  [57 53 28]]

 [[70 67 14]
  [77 74 21]
  [85 82 27]
  ...
  [73 74 40]
  [69 65 38]
  [56 52 27]]]"
BORAGINACEAE,"[[[ 82  98  61]
  [ 81  97  60]
  [ 80  96  59]
  ...
  [105 126  47]
  [107 124  44]
  [106 123  43]]

 [[ 82  98  61]
  [ 82  98  61]
  [ 81  97  60]
  ...
  [105 127  45]
  [106 123  43]
  [104 121  41]]

 [[ 79  94  55]
  [ 80  95  56]
  [ 82  97  58]
  ...
  [104 126  44]
  [103 120  40]
  [101 119  37]]

 ...

 [[120  71  57]
  [125  76  62]
  [124  75  61]
  ...
  [ 64  35  27]
  [ 64  35  27]
  [ 63  34  26]]

 [[125  76  62]
  [125  76  62]
  [119  70  56]
  ...
  [ 63  34  26]
  [ 62  33  25]
  [ 61  34  25]]

 [[127  78  64]
  [124  75  61]
  [115  66  52]
  ...
  [ 63  34  26]
  [ 61  34  25]
  [ 60  33  24]]]"
CARYOPHYLLACEAE,"[[[255 247 228]
  [255 246 227]
  [255 244 227]
  ...
  [206 217 235]
  [209 220 238]
  [212 223 241]]

 [[255 247 228]
  [255 246 227]
  [255 245 228]
  ...
  [208 219 237]
  [210 221 239]
  [212 223 241]]

 [[255 246 229]
  [255 246 229]
  [255 245 228]
  ...
  [210 221 239]
  [211 222 240]
  [211 222 240]]

 ...

 [[146 120 107]
  [134 108  95]
  [133 105  91]
  ...
  [212 193 179]
  [212 193 179]
  [212 193 179]]

 [[135 107  95]
  [136 108  96]
  [152 123 109]
  ...
  [214 195 181]
  [213 194 180]
  [213 194 180]]

 [[126  98  86]
  [140 112 100]
  [167 138 124]
  ...
  [215 196 182]
  [214 195 181]
  [214 195 181]]]"
BORAGINACEAE,"[[[255 224 186]
  [255 224 186]
  [255 224 186]
  ...
  [253 243 207]
  [253 243 207]
  [253 243 207]]

 [[255 224 186]
  [255 224 186]
  [255 224 186]
  ...
  [255 245 209]
  [255 245 209]
  [255 245 209]]

 [[255 224 186]
  [255 224 186]
  [255 224 186]
  ...
  [255 248 212]
  [255 248 212]
  [255 248 212]]

 ...

 [[255 232 204]
  [255 232 204]
  [255 232 204]
  ...
  [254 255 215]
  [254 255 215]
  [254 255 215]]

 [[255 234 205]
  [255 234 205]
  [255 234 205]
  ...
  [254 255 213]
  [254 255 213]
  [254 255 213]]

 [[255 234 205]
  [255 234 205]
  [255 234 205]
  ...
  [254 255 213]
  [254 255 213]
  [254 255 213]]]"
CARYOPHYLLACEAE,"[[[115  91  65]
  [114  90  64]
  [113  89  63]
  ...
  [127 101  76]
  [127 101  76]
  [127 101  76]]

 [[112  88  62]
  [111  87  61]
  [110  86  60]
  ...
  [123  97  72]
  [123  97  74]
  [122  96  71]]

 [[112  86  59]
  [111  85  58]
  [110  84  59]
  ...
  [116  92  68]
  [116  91  69]
  [115  91  67]]

 ...

 [[137 111  88]
  [131 105  80]
  [138 112  89]
  ...
  [ 72  64  51]
  [ 79  71  58]
  [ 76  68  55]]

 [[141 115  90]
  [141 115  88]
  [148 122  97]
  ...
  [ 62  54  41]
  [ 72  64  51]
  [ 81  73  60]]

 [[113  86  59]
  [105  78  49]
  [136 109  82]
  ...
  [ 64  55  40]
  [ 73  64  49]
  [ 81  72  57]]]"
CARYOPHYLLACEAE,"[[[74 92 18]
  [74 92 18]
  [75 93 19]
  ...
  [59 75  4]
  [59 75  4]
  [59 75  4]]

 [[74 92 18]
  [74 92 18]
  [75 93 19]
  ...
  [59 75  4]
  [59 75  4]
  [59 75  4]]

 [[71 92 17]
  [71 92 17]
  [74 92 18]
  ...
  [59 75  4]
  [59 75  4]
  [59 75  4]]

 ...

 [[59 69 16]
  [59 69 16]
  [59 69 16]
  ...
  [42 50  9]
  [40 48  9]
  [39 47  8]]

 [[59 69 16]
  [59 69 16]
  [59 69 16]
  ...
  [42 50  9]
  [41 49  8]
  [40 48  7]]

 [[59 69 16]
  [59 69 16]
  [59 69 16]
  ...
  [42 50  9]
  [42 50  9]
  [41 49  8]]]"
CARYOPHYLLACEAE,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
CARYOPHYLLACEAE,"[[[133 113 102]
  [131 111 100]
  [129 109  98]
  ...
  [245 222 191]
  [245 224 195]
  [246 225 196]]

 [[129 109  98]
  [130 110  99]
  [131 111 100]
  ...
  [247 224 193]
  [250 226 198]
  [249 228 199]]

 [[122 102  91]
  [125 105  94]
  [129 109  98]
  ...
  [250 227 196]
  [254 231 200]
  [255 233 202]]

 ...

 [[217 181 155]
  [213 177 151]
  [209 173 147]
  ...
  [ 52   8   0]
  [ 55  11   2]
  [ 57  13   4]]

 [[216 179 153]
  [212 175 149]
  [204 168 142]
  ...
  [ 47   4   0]
  [ 49   6   0]
  [ 50   7   0]]

 [[215 178 152]
  [210 173 147]
  [200 164 138]
  ...
  [ 44   3   0]
  [ 47   4   0]
  [ 48   5   0]]]"
CARYOPHYLLACEAE,"[[[ 36  35  17]
  [ 29  28  10]
  [ 77  78  62]
  ...
  [147 147  93]
  [153 152  96]
  [156 155  99]]

 [[ 39  38  20]
  [ 37  36  18]
  [ 39  40  24]
  ...
  [139 137  98]
  [143 139 101]
  [145 141 103]]

 [[ 51  49  34]
  [ 38  36  21]
  [ 20  21   7]
  ...
  [131 124 116]
  [123 116 110]
  [111 104  98]]

 ...

 [[ 54  60  46]
  [ 50  56  42]
  [ 50  54  40]
  ...
  [160 141 109]
  [147 128  98]
  [134 117  87]]

 [[ 50  50  48]
  [ 43  43  41]
  [ 35  35  33]
  ...
  [168 149 117]
  [157 138 108]
  [141 122  92]]

 [[ 22  20  23]
  [ 13  11  14]
  [  5   3   6]
  ...
  [176 155 124]
  [167 148 118]
  [149 130 100]]]"
CARYOPHYLLACEAE,"[[[181 172 139]
  [181 172 139]
  [179 170 137]
  ...
  [162 158 129]
  [188 186 161]
  [190 188 165]]

 [[180 171 138]
  [179 170 137]
  [178 169 136]
  ...
  [160 156 127]
  [187 185 160]
  [190 188 165]]

 [[179 170 137]
  [178 169 136]
  [177 168 135]
  ...
  [158 154 125]
  [185 183 158]
  [188 186 163]]

 ...

 [[185 175 140]
  [182 172 137]
  [180 170 135]
  ...
  [170 161 132]
  [173 164 135]
  [177 168 139]]

 [[187 177 142]
  [184 174 139]
  [181 171 136]
  ...
  [180 171 140]
  [179 170 139]
  [187 178 147]]

 [[188 178 143]
  [186 176 141]
  [183 173 138]
  ...
  [191 182 151]
  [185 176 145]
  [190 181 150]]]"
BORAGINACEAE,"[[[  2   8   8]
  [  3   9   9]
  [  5   9   8]
  ...
  [155 152 111]
  [156 153 110]
  [156 153 110]]

 [[  3   9   9]
  [  3   9   9]
  [  5   9   8]
  ...
  [155 152 111]
  [156 151 109]
  [155 152 109]]

 [[  3   9   9]
  [  4  10  10]
  [  6  10   9]
  ...
  [154 149 107]
  [156 149 107]
  [153 148 106]]

 ...

 [[130 173  23]
  [130 173  23]
  [130 173  23]
  ...
  [ 29  59   9]
  [ 28  55  10]
  [ 27  54   9]]

 [[130 173  23]
  [130 173  23]
  [130 172  24]
  ...
  [ 29  59   9]
  [ 29  56  11]
  [ 27  54   9]]

 [[131 174  24]
  [131 174  24]
  [131 173  25]
  ...
  [ 30  60  10]
  [ 29  56  11]
  [ 27  54   9]]]"
CARYOPHYLLACEAE,"[[[252 252 254]
  [253 253 255]
  [255 255 255]
  ...
  [254 255 250]
  [254 255 250]
  [254 255 250]]

 [[255 255 255]
  [255 255 255]
  [253 253 255]
  ...
  [254 255 250]
  [254 255 250]
  [254 255 250]]

 [[255 255 255]
  [255 255 253]
  [253 253 253]
  ...
  [254 255 250]
  [254 255 250]
  [254 255 250]]

 ...

 [[238 233 204]
  [237 232 203]
  [235 230 201]
  ...
  [255 255 248]
  [254 254 246]
  [253 253 243]]

 [[232 227 198]
  [230 225 196]
  [227 222 193]
  ...
  [255 255 250]
  [255 255 250]
  [255 255 247]]

 [[227 222 193]
  [224 219 190]
  [221 216 187]
  ...
  [255 255 251]
  [255 255 250]
  [255 255 250]]]"
CARYOPHYLLACEAE,"[[[ 88 125  91]
  [ 88 125  91]
  [ 88 125  91]
  ...
  [  9  74  34]
  [ 10  75  35]
  [ 10  75  35]]

 [[ 88 125  91]
  [ 88 125  91]
  [ 88 125  91]
  ...
  [  9  74  34]
  [ 10  75  35]
  [ 10  75  35]]

 [[ 86 126  92]
  [ 86 126  92]
  [ 86 126  92]
  ...
  [ 10  75  35]
  [ 10  75  35]
  [ 11  76  36]]

 ...

 [[ 68 123  91]
  [ 65 120  88]
  [ 63 118  87]
  ...
  [ 27  97  45]
  [ 28  96  45]
  [ 29  97  46]]

 [[ 67 122  91]
  [ 64 119  88]
  [ 62 117  88]
  ...
  [ 24  97  44]
  [ 26  96  44]
  [ 27  97  45]]

 [[ 66 121  90]
  [ 64 119  88]
  [ 61 116  87]
  ...
  [ 23  96  43]
  [ 26  96  44]
  [ 26  96  44]]]"
BORAGINACEAE,"[[[247 255 220]
  [155 179 121]
  [111 145  61]
  ...
  [134 184  73]
  [134 184  73]
  [133 183  72]]

 [[241 255 213]
  [232 255 198]
  [155 186 106]
  ...
  [132 184  73]
  [134 184  73]
  [131 183  72]]

 [[238 254 207]
  [248 255 211]
  [226 252 178]
  ...
  [132 186  74]
  [132 184  73]
  [130 184  72]]

 ...

 [[ 51  94  15]
  [ 44  87   8]
  [ 43  86   7]
  ...
  [119 177  15]
  [121 180  14]
  [119 181  10]]

 [[ 40  82   6]
  [ 57  99  23]
  [ 40  82   6]
  ...
  [114 170   9]
  [119 176   9]
  [122 182   9]]

 [[ 47  89  15]
  [ 23  65   0]
  [ 37  79   5]
  ...
  [110 165   2]
  [115 172   5]
  [123 181   9]]]"
